,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
13496,Linda Gillard,"""My friends describe me as frighteningly sensible, not at all the sort of woman who would fall for an actor. And his home. And his family."" Orphaned by drink, drugs and rock n’ roll, Gwen Rowland is invited to spend Christmas at her boyfriend Alfie's family home, Creake Hall - a ramshackle Tudor manor in Norfolk. Soon after she arrives, Gwen senses something isn't quite right. Alfie acts strangely towards his family and is reluctant to talk about the past. His mother, a celebrated children's author, keeps to her room, living in a twilight world, unable to distinguish between past and present, fact and fiction. When Gwen discovers fragments of forgotten family letters sewn into an old patchwork quilt, she starts to piece together the jigsaw of the past and realises there's more to the family history than she's been told. It seems there are things people don’t want her to know. And one of those people is Alfie.",3.68,House of Silence,Mystery,Romance,Mistery,Fantasy
13499,Carolyn Keene,"When Nancy, Bess, George, and Nancy's housekeeper, Hannah Gruen, travel to San Francisco to help Hannah's friend renovate a charming old Victorian mansion, they encounter possible ghosts, a legend of hidden gold--and greed.",3.98,The Message in the Haunted Mansion,Mystery,Mystery,Fantasy,Romance
13541,Charlaine Harris,"From Charlaine Harris, the bestselling author who created Sookie Stackhouse and her world of Bon Temps, Louisiana, comes a darker locale - populated by more strangers than friends. But then, that’s how the locals prefer it...Welcome to Midnight, Texas, a town with many boarded-up windows and few full-time inhabitants, located at the crossing of Witch Light Road and Davy Road. It’s a pretty standard dried-up western town.There’s a pawnshop (someone lives in the basement and is seen only at night). There’s a diner (people who are just passing through tend not to linger). And there’s new resident Manfred Bernardo, who thinks he’s found the perfect place to work in private (and who has secrets of his own).Stop at the one traffic light in town, and everything looks normal. Stay awhile, and learn the truth...",3.68,Midnight Crossroad,Mystery,Mystery,Romance,Fantasy
13589,Alisa Craig|Charlotte MacLeod,"The Grub and Stakers Gardening and Roving Club act out the Robert Service poem about Dangerous Dan McGrew to win a prize, but murder intervenes. Dittany Henbit Monk and her crew of sleuths are on the case.",3.89,The Grub-And-Stakers Pinch a Poke,Mystery,Mystery,Fantasy,Romance
13606,Sandra Brown,"From #1 New York Times best-selling author Sandra Brown comes a heart-pounding story of survival, that takes the age-old question, ""Does the end justify the means?"" and turns it on its head.Dr. Emory Charbonneau, a pediatrician and marathon runner, disappears on a mountain road in North Carolina. By the time her husband Jeff, miffed over a recent argument, reports her missing, the trail has grown cold. Literally. Fog and ice encapsulate the mountainous wilderness and paralyze the search for her.While police suspect Jeff of ""instant divorce,"" Emory, suffering from an unexplained head injury, regains consciousness and finds herself the captive of a man whose violent past is so dark that he won't even tell her his name. She's determined to escape him, and willing to take any risks necessary to survive. Unexpectedly, however, the two have a dangerous encounter with people who adhere to a code of justice all their own. At the center of the dispute is a desperate young woman whom Emory can't turn her back on, even if it means breaking the law. Wrong becomes right at the hands of the man who strikes fear, but also sparks passion.As her husband's deception is revealed, and the FBI closes in on her captor, Emory begins to wonder if the man with no name is, in fact, her rescuer from those who wish her dead - and from heartbreak.Combining the nail-biting suspense and potent storytelling that has made Sandra Brown one of the world's best loved authors, MEAN STREAK is a wildly compelling novel about love, deceit, and the choices we must make in order to survive.",4.04,Mean Streak,Mystery,Romance,Mistery,Fantasy
13607,Richard McDowall,"Captured in Miami, Major Sandringham is now at the mercy of the evil Doctor Thrax, who is desperately trying to find out about the secret organisation that employs the major, and what he knows about the missing Nazi gold. A team of Lord Hudson's best commandos are sent to find Sandringham and destroy the organisation behind Doctor Thrax. But things go terribly wrong, and Sandringham is left stranded in a location so secret and well guarded that it is virtually impossible to find. Can the major be found in time? With RJ sent to protect the beautiful Gi Gi, is there anyone who can stop the powerful Doctor Thrax?The third book in the RJ & Sandringham mystery adventures series. This first edition of the amazing mystery novel has a simple cover design that beautifully depicts the disappearance of Major Sandringham.",4.16,The Hunt for Sandringham,Mystery,Science Fiction,Mistery,Romance
13633,Jonathan Santlofer,"Kate McKinnon is back -- and this time it's personal.When two hideously eviscerated bodies are discovered and the only link between them is a bizarre painting left at each crime scene, the NYPD turns to former cop Kate McKinnon, the woman who brought the serial killer the Death Artist to justice. Having settled back into her satisfying life as art historian, published author, host of a weekly PBS television series, and wife of one of New York's top lawyers, Kate wants no part of it.But Kate's sense of tranquillity is shattered when this new sequence of murders strikes too close to home. With grief and fury to fuel her, she rejoins her former partner, detective Floyd Brown, and his elite homicide squad on the hunt for a vicious psychopath known as the Color-Blind Killer. In her rage and desperation, Kate allows herself to be drawn into a deadly game of cat and mouse. She abandons her glamorous life for the gritty streets of Manhattan, immersing herself in a world where brutality and madness appear to be the norm, where those closest to her may have betrayed her -- and where, in the end, nothing is what it seems.",3.72,Color Blind,Mystery,Mystery,Romance,Fantasy
13655,Mo Hayder,"When a vagrant—the Walking Man—finds a dog wandering alone with the words ""HELP US” written on its collar, he’s sure it’s a desperate plea from someone in trouble and calls on Detective Inspector Jack Caffery to investigate. Caffery is reluctant to get involved—until the Walking Man promises new information regarding the childhood abduction of Caffery’s brother in exchange for the detective’s help tracking down the dog’s owners. Caffery has no idea who or what he is searching for, but one thing he is sure of: it's a race against time.Meanwhile, the Anchor-Ferrers, a wealthy local family, are fighting for their lives in their remote home ten miles away. Two men have tricked their way into the house and are holding the family for ransom. Yet as the captors’ demands become increasingly bizarre and humiliating, it becomes clear that this is more than a random crime—it’s a personal vendetta.",4.16,Wolf,Mystery,Mystery,Sci-fi,Romance
13672,Debbie Howells,"A stunning, wonderfully assured psychological thriller that evokes Gillian Flynn and Alice Sebold, The Bones of You revolves around a young girl’s murder and one woman’s obsession with uncovering the secrets in an idyllic English village.I have a gardener’s inherent belief in the natural order of things. Soft‑petalled flowers that go to seed. The resolute passage of the seasons. Swallows that fly thousands of miles to follow the eternal summer.Children who don’t die before their parents.When Kate receives a phone call with news that Rosie Anderson is missing, she’s stunned and disturbed. Rosie is eighteen, the same age as Kate’s daughter, and a beautiful, quiet, and kind young woman. Though the locals are optimistic—girls like Rosie don’t get into real trouble—Kate’s sense of foreboding is confirmed when Rosie is found fatally beaten and stabbed.Who would kill the perfect daughter, from the perfect family? Yet the more Kate entwines herself with the Andersons—graceful mother Jo, renowned journalist father Neal, watchful younger sister Delphine—the more she is convinced that not everything is as it seems. Anonymous notes arrive, urging Kate to unravel the tangled threads of Rosie’s life and death, though she has no idea where they will lead.Weaving flashbacks from Rosie’s perspective into a tautly plotted narrative, The Bones of You is a gripping, haunting novel of sacrifices and lies, desperation and love.",3.69,The Bones of You,Mystery,Mystery,Romance,Fantasy
13684,Jake Arnott,"Harry Starks, club owner, racketeer and porn king, is trying to jump the queue into legitimacy. This swinging sixties novel reveals the seedier side of London where the low life met the high life in the city's dark underbelly.",3.86,The Long Firm,Mystery,Mystery,Romance,Fantasy
13699,Suzanne Weyn,"Don't touch anything in The Haunted Museum!It looks like the high point of Samantha's spring vacation is going to be a glimpse of a cute boy she sees at The Haunted Museum in England. She and her sister, Jessica, and their parents are taking a cruise on the Titanic 2, a replica of the original Titanic, and there's not even wifi! At least the Titanic exhibit at the Haunted Museum had wax figures and beautiful jewels to look at.But from their first day, Samantha and Jessica notice strange things happening. Their cabin number keeps changing. There are creepy scratching sounds coming from between the walls. And a locket that Jess opened at the museum seems to be . . . following them.Is the locket haunted? Or could it be the ship itself? Are there actors in costume walking about the ship . . .or could they be ghosts? Why is Sam's sister calling her by another name? Samantha will have to unravel the threads tying her and her sister to the past, or they could go down with the ship!",4.05,The Titanic Locket,Mystery,Romance,Sci-fi,Mistery
13700,Tamar Myers,"For Whom The Bell Pulls Tolls As owner of the Den of Antiquity, recently divorced(but never bitter!) Abigail Timberlake is accustomed to delving into the past, searching for losttreasures, and navigating the cutthroat world of rival dealers at flea marketsand auctions. Still, she never thought she'd be putting her expertise in mayhemand detection to other use -- until crotchety ""junque"" dealer, Abby's aunt Eulonia Wiggins, was found murdered!Although Abigail is puzzled by the instrument of death -- an exquisite antiquebell pull that Aunt Eulonia never would have had the taste to aquire -- she's willing to let the authorities find the culprit. But now, Auntie's priceless lace is missing,and somebody's threatened Abby's most priceless possession: her son, Charlie.It's up to Abby to put the murderer ""on the block.""",3.5,Larceny and Old Lace,Mystery,Mystery,Romance,Fantasy
13703,Kirsten Miller,"First they ventured deep under New York to save the city itself. Then things got personal as the Irregulars ventured into a haunted mansion in Chinatown to uncover an evil twin. Now, in the third installment of bestselling author Kirsten Miller's Kiki Strike series, this delightful group of delinquent geniuses jump feet first into a fast-paced international pursuit, going underground in Paris to pursue a pair of treacherous royals who have killed Kiki's parents. With a dash of romance, a fresh take on good manners, and loads of butt-kicking bravery, Kiki, Betty, Ananka and the other Irregulars sharpen their amazing skills in this highly anticipated new adventure.",4.27,The Darkness Dwellers,Mystery,Romance,Mistery,Sci-fi
13736,Meira Pentermann|Amy Feiman,"Paranormal Cozy MysteryWhen Beth LaMonte rents a cottage on the coast of Maine, she wishes only to withdraw and paint. A mysterious ball of light disturbs her peace and leads her to a secret beach where she finds the diary of a girl who disappeared in 1975. Now Beth is on a mission, not only to bury her own past, but to put to rest the spirit of Firefly Beach.",3.71,Firefly Beach,Mystery,Fantasy,Mistery,Sci-fi
13773,Chaz McGee,"He was once a second-rate cop, a mediocre husband, and an absent father. But ever since he was killed in a drug bust gone bad, Kevin fahey's been a lost soul in limbo, searching for a way out of his solitude and hoping for redemption. Now he'll have to prove to be a better ghost than he ever was as a man....After I died, I wandered my town, unseen, alone, and wondering why I'd been sentenced to linger in this world. Then Alissa, the victim in a long-ago murder case I'd worked, came to me. She led me to a body sprawled in the weeds, and the terrible truth dawned on me: I'd let Alissa's real killer escape. I'd imprisoned an innocent man - and now another young girl was dead.I know my redemption lies in righting this wrong. And the only way I can do that is to somehow forge a connection with my replacement on the force, Maggie Gunn. Now I'm haunted by the fear that dragging Maggie into this may turn out to be the biggest mistake of my afterlife....",3.75,Desolate Angel,Mystery,Mystery,Romance,Fantasy
13779,Charles Osborne|Agatha Christie,"Agatha Christie is the most widely published author of all time with her works outsold only by Shakespeare and the Bible. She is regarded by generations of fans as the greatest mystery writer ever, and her novels are read and cherished the world over.A thriller as well as a puzzler set in a foggy estate in Wales. This mystery opens as a stranger walks away from his ditched car toward a country manor to find a man murdered and his wife standing over him with a gun. But the woman is dazed and her confession unconvincing. The unexpected guest decides to help her and blame the murder on an intruder. Later, the police discover clues that point to a man who died two years previously and a pandora's box of loves and hates, suspicions and intrigues is opened to the night air.Originally written by Agatha Christie as a play in 1954, now rendered as a novel by Charles Osborne, The Unexpected Guest is a compelling tale of murder and deceit sure to entertain and amuse fans of Christie worldwide.",3.98,Oaspetele neasteptat,Mystery,Mystery,Romance,Fantasy
13782,Robert Goddard,"At a wedding party in Cornwall in the summer of 1981, Chris Napier is shocked to recognise a dishevelled intruder as his childhood friend Nicky Lanyon, whom he has not seen since his father, Michael Lanyon, was hanged for the murder of Chris's great-uncle, Joshua Carnoweth, in 1947.It was the inheritance of old Joshua's fortune that led the then humble Napier family to their present state of affluence. When Nicky subsequently hangs himself, Chris sets out on a journey into his own and others' memories of the tragic events of 34 years before. Driven on by Nicky's firm belief in his father's innocence, he begins to doubt the offical version of those events and to question the conduct of several members of his own family.Then other present-day mysteries begin to dog his footsteps into the past and soon his search for the truth becomes a desperate struggle for his own survival.",3.87,Beyond Recall,Mystery,Mystery,Romance,Fantasy
13785,Belinda Bauer,Life is strange for Patrick Fort; being a medical student with Asperger's Syndrome doesn't come without its challenges--and that's before he is faced with solving a possible murder. Because the body Patrick is examining in anatomy class is trying to tell him all kinds of things. And now he must stay out of danger long enough to unravel the mystery--while he dissects his own evidence.,4.07,Rubbernecker,Mystery,Science Fiction,Mistery,Fantasy
13792,Sophie Cleverly,"When the walls begin to speak, it is unwise to ignore what they have to say...At the bidding of their cold-hearted stepmother, twin sisters Scarlet and Ivy are sentenced to board for a year at Rookwood School. The headmaster is cruel, the hallways are drafty, and there seems to be a thief afoot. When the finger of suspicion is pointed at Scarlet, she'll do whatever it takes to clear her name--including some late-night detective work. But in the darkness of Rookwood, mysteries of the past come to light. The walls are talking of secrets past, and it's up to Scarlet and Ivy to listen to their story...",4.49,The Whispers in the Walls,Mystery,Romance,Mistery,Fantasy
13830,Stieg Larsson,"Readers all across America are talking about Stieg Larsson’s #1 best-selling trilogy—The Girl with the Dragon Tattoo, The Girl Who Played with Fire, and The Girl Who Kicked the Hornet’s Nest—which has more than 12 million copies in print. Now, just in time for the holidays: a deluxe, slip-cased set of the three hardcover novels—each unjacketed, bound in full cloth and uniquely stamped, with maps and individual full-color endpapers—as well as On Stieg Larsson, a previously unpublished collection of essays about and correspondence with the author.The perfect collectible for the Stieg Larsson fan and the ideal gift for those who have yet to meet his heroine, Lisbeth Salander, “one of the most fascinating characters in modern genre fiction” (San Francisco Chronicle).",4.47,Stieg Larsson's Millennium Trilogy Deluxe Boxed Set,Mystery,Mystery,Romance,Fantasy
13851,P.J. Tracy,"Computer game company founders Grace MacBride and Annie Belinsky—along with Wisconsin deputy Sharon Mueller—are en route to Green Bay, following reports of a serial killer, when their car breaks down deep in the northern woods. A short walk through the forest leads them to the eerily quiet town of Four Corners, where they find severed phone lines and a complete absence of any life. But the quiet is deceptive. Before they know it, they witness a horrifying double murder—and discover that this is only the beginning of a race to save their own lives…and countless others.",3.99,Dead Run,Mystery,Mystery,Sci-fi,Fantasy
13886,Brittany Cavallaro,"Watson and Holmes: A match made in disaster.Jamie Watson and Charlotte Holmes are looking for a winter-break reprieve after a fall semester that almost got them killed. But Charlotte isn’t the only Holmes with secrets, and the mood at her family’s Sussex estate is palpably tense. On top of everything else, Holmes and Watson could be becoming more than friends—but still, the darkness in Charlotte’s past is a wall between them.A distraction arises soon enough, because Charlotte’s beloved uncle Leander goes missing from the estate—after being oddly private about his latest assignment in a German art forgery ring. The game is afoot once again, and Charlotte is single-minded in her pursuit.Their first stop? Berlin. Their first contact? August Moriarty (formerly Charlotte’s obsession, currently believed by most to be dead), whose powerful family has been ripping off famous paintings for the last hundred years. But as they follow the gritty underground scene in Berlin to glittering art houses in Prague, Holmes and Watson begin to realize that this is a much more complicated case than a disappearance. Much more dangerous, too.What they learn might change everything they know about their families, themselves, and each other.",3.62,The Last of August,Mystery,Mystery,Romance,Fantasy
13911,Lyndsay Faye,"The final installment in Lyndsay Faye’s Timothy Wilde series, which Lee Child called “solid-gold” and Gillian Flynn declared “spectacular.”No one in 1840s New York likes fires, copper star Timothy Wilde least of all. After a blaze killed his parents and another left him with a terrible scar, he has avoided flames of all kinds. So when a seamstress turned arsonist threatens Robert Symmes, a corrupt tycoon high in the Tammany Hall ranks, Timothy isn’t thrilled that Symmes consults him. His dismay escalates when his audacious and charismatic older brother, Valentine, himself deeply politically entrenched, decides to run against the incumbent, who they suspect is guilty of assault and far darker crimes. Immediately after his brother’s courageous declaration, Timothy finds himself surrounded by powerful enemies who threaten to harm those he cares about most. Meanwhile, the love of Timothy’s life, Mercy Underhill, unexpectedly appears on his doorstep and takes under her wing a starving Irish orphan who may be the key to stopping the combustions threatening the city—if only they can make sense of her cryptic accounts. The closer they come to deciphering her wild tales of witches and angels, however, the closer Timothy comes to the fiery and shocking conclusion that forces him to face everything he fears most. A boisterous and suspenseful book from a master of historical adventure, The Fatal Flame is a tale for the ages.",4.16,The Fatal Flame,Mystery,Romance,Mistery,Fantasy
13951,Beth Groundwater,"In this sequel to A Real Basket Case, Colorado Springs gift basket designer Claire Hanover takes a spring ski vacation in Breckenridge, Colorado, with her family. The vacation quickly goes to hell in a handbasket when the sister of her daughter’s boyfriend’ is killed on the ski slope. Others think an out-of-control snowboarder slammed into her, but just before the ski patrol arrived, Claire saw another pair of ski tracks that veered into the young woman’s. Claire passes her findings on to an initially skeptical sheriff’s detective. Confusing clues point to alternative scenarios for the young woman’s death—which was definitely no accident—and put Claire’s daughter, Judy, in the path of danger. As the spiral of intrigue winds tighter and other deaths occur, Claire must draw on inner reserves of strength to conquer not only the conspiracy but also the winter elements. And, like a mother bear, she must fiercely protect her independent-minded cub from harm.",3.77,To Hell in a Handbasket,Mystery,Fantasy,Mistery,Romance
13991,Elizabeth  George,"Balford-le-Nez is a dying seatown on the coast of Essex. But when a member of the town's small but growing Asian community, a Pakistani named Haytham Querashi, is found dead near its beach, his neck broken, sleepy Balford-le-Nez ignites. And working solo, without her long-time partner Detective Inspector Thomas Lynley, Sergeant Barbara Havers must probe not only the mind of a murderer and a case very close to her own heart, but the terrible price people pay for deceiving others...and themselves.",4.04,Deception on His Mind,Mystery,Mystery,Romance,Sci-fi
14003,R.D. Wingfield,"A serial killer is terrorizing the senior citizens of Denton, and the local police are succumbing to a 'flu epidemic. In uncertain charge of the investigations is Detective Inspector Jack Frost, crumpled, slapdash, and foul-mouthed as ever. Trying to cope despite inadequate backup, there is never enough time; the unsolved crimes pile up and the vicious killings go on.",4.13,Night Frost,Mystery,Mystery,Fantasy,Sci-fi
14031,Margot McDonnell,"Anne is used to her single mother’s being away on extended business trips. But when her mom is a few days late coming home and her hotel phone has been disconnected, Anne knows something is wrong. Then a strange man starts leaving messages on their answering machine, threatening a woman Anne has never heard of. Frightened and worried, Anne confides in her grandparents, who give Anne a sealed envelope containing a letter that her mother wrote before she left. With each page, the fabric of Anne’s relatively normal life is torn to pieces. Not only does her mother explain why she disappeared, but she reveals other dark secrets that put Anne in grave danger. Now Anne doesn’t know whom to trust . . . especially since those closest to her are not who they claim to be.",3.81,Torn to Pieces,Mystery,Mystery,Romance,Fantasy
14033,James Hayman,"James Hayman's debut thriller The Cutting is the first in the chilling Detective Michael McCabe series. Someone is stealing the hearts of beautiful women . . .Portland, Maine. A missing high-school athlete's mutilated body is found in a scrap metal yard. Her heart has been surgically removed. The same day a young businesswoman is abducted . . .Former NYPD detective Michael McCabe believes both crimes are the work of one man. A killer with surgical expertise who is targeting young women. Now McCabe and his team face a race against time to rescue the missing woman and unmask this sadistic killer - before it is too late.The Cutting is one of the scariest debuts of the year. And the first in a great new series.Fans of Richard Montanari and Michael Connelly will be hungry for more of this series. Hayman introduces his hero, Detective Michael McCabe in The Cutting, his gripping debut thriller. Later titles in the series include Darkness First and The Chill of Night.Praise for James Hayman:'A stunning debut that gripped me from first page to last. A thriller of a thriller!' Tess Gerritsen'Supremely accomplished storytelling' Daily Mail'Taut, suspenseful . . . every bit as dark and sinister as Lehane and Connelly' Richard MontanariJames Hayman spent more than twenty years as a senior creative director at one of New York's largest advertising agencies. He and his wife now live in Portland, Maine. This is his third novel.",4.04,The Cutting,Mystery,Mystery,Sci-fi,Fantasy
14050,Johan Theorin,"'The dead are our neighbours everywhere on the island, and you have to get used to it.'It is bitter mid-winter on the Swedish island of Oland, and Katrine and Joakim Westin have moved with their children to the boarded-up manor house at Eel Point. But their remote idyll is soon shattered when Katrine is found drowned off the rocks nearby. As Joakim struggles to keep his sanity in the wake of the tragedy, the old house begins to exert a strange hold over him.Joakim has never been in the least superstitious, but from where are those whispering noises coming? To whom does his daughter call out in the night? And why is the barn door for ever ajar?As the end of the year approaches, and the infamous winter storm moves in across Oland, Joakim begins to fear that the most spine-chilling story he's heard about Eel Point might indeed be true: that every Christmas the dead return...",3.86,The Darkest Room,Mystery,Romance,Mistery,Sci-fi
14061,Max Allan Collins,"An elite team of FBI profilers is called in to help Chicago detectives investigate a series of bizarre murders. Though all are violent and disturbing, the crimes seem unrelated—until profiler David Rossi makes the connection. He recognizes each grisly tableau as one modeled on the crime scenes of three of the country’s most notorious serial killers: David Berkowitz, Ted Bundy, and Jeffrey Dahmer. Someone is taking the cult of true crime to terrifying extremes, and with so many killers left to emulate, Rossi wonders how he can possibly profile a killer who’s hiding within the killer profiles of others…",3.91,Killer Profile,Mystery,Romance,Mistery,Sci-fi
14071,Lisa Scottoline,"From the blockbuster New York Times bestselling author of Look Again comes a novel that makes you question the nature of evil: is it born in us or is it bred? Bennie Rosato looks exactly like her identical twin, Alice Connolly, but the darkness in Alice's soul makes them two very different women. Or at least that's what Bennie believes, until she finds herself buried alive at the hands of her twin. Meanwhile, Alice takes over Bennie's life, impersonating her at work and even seducing her boyfriend in order to escape the deadly mess she has made of her own life. But Alice underestimates Bennie and the evil she has unleashed in her twin's psyche, as well as Bennie's determination to stay alive long enough to exact revenge.Bennie must face the twisted truth that she is more like her sister Alice than she could have ever imagined, and by the novel's shocking conclusion, Bennie finds herself engaged in a war she cannot win;with herself.",3.64,Think Twice,Mystery,Mystery,Romance,Fantasy
14076,Agatha Christie,"At an apparently respectable dinner party, a vicar is the first to die...Thirteen guests arrived at dinner at the actor's house. It was to be a particularly unlucky evening for the mild-mannered Reverend Stephen Babbington, who choked on his cocktail, went into convulsions and died. But when his martini glass was sent for chemical analysis, there was no trace of poison -- just as Poirot had predicted. Even more troubling for the great detective, there was absolutely no motive!",3.82,Three Act Tragedy,Mystery,Mystery,Romance,Fantasy
14093,Daphne Uviller,"The smart and sassy detective Zephyr Zuckerman is now armed and undercover in a Greenwich Village hotel where mysteries—from garbage-grabbing guests to the reservation system—lurk around every corner.    Now working as a junior detective with the New York City Special Investigations Commission, Zephyr’s gone incognito as a concierge to find out who laundered a hundred grand off the hotel books—and why. But the discovery of a prone, flush-faced guest gasping for air in room 502 only hints at the sinister goings-on inside this funky establishment. While the rapid response of the fire department leads to a sweaty date with a smooth-talking, rock-climbing rescue worker, Zephyr finds herself even more hot and bothered by an attempted murder on her watch. Could the smart-mouthed Japanese yenta across the hall know more than she’s telling? How are cryptic phone calls from a mysterious corporation linked to the victim in 502? Under pressure and overwhelmed, Zephyr soon finds that a concierge cover is no protection in a place where crime, like the city itself, never sleeps.",3.37,Hotel No Tell,Mystery,Mystery,Sci-fi,Romance
14100,Gordon Korman,"The sequel to Gordon Korman's ZOOBREAK - Griffin Bing, the Man with a Plan, has been framed!Griffin Bing's new principal doesn't like him. And Griffin doesn't like the boot camp football atmosphere the new principal has brought. Griffin manages to stay out of trouble -- until a Super Bowl ring disappears from the school's display case, with Griffin's retainer left in its place. Griffin has been framed! Unfortunately, the Man doesn't have a Plan - and everything his team tries to find out who really took the ring backfires. Griffin ends up in an alternate school, then under house arrest, and finally with an electronic anklet.",4.1,Framed,Mystery,Mystery,Sci-fi,Fantasy
14104,D.R. Erickson,"New York City, 1847: A madman is on the loose. Someone is committing murders in the manner of Edgar Allan Poe's tales of terror. The police are stymied. When a corpse is found interred in a masonry wall in a subterranean chamber, they call on Poe himself to help solve the crime. Edgar Allan Poe's fictional detective, C. Auguste Dupin, has made the author famous as the master of deductive reasoning. But when ""the father of the detective story"" applies his powers of discovery to the ""Poe Murders"", he finds that the clues lead in only one direction: to Poe himself. Poe soon becomes the prime suspect, and he begins to doubt his own sanity as the evidence piles up against him. What of his somnambulistic trances that often find him at the graveside of his late wife, Virginia? Or the bizarre raven that visits him in his Fordham cottage? The strange mark on his neck? The odd behavior of his one-eyed cat, Pluto? And what of his doctor, Coppelius — he of the bulging pale blue eye — and his beautiful, other-worldly daughter, Olimpia? Nothing is as it seems.As the police tighten their noose around Poe's neck, he races against time to solve the crimes and clear his name. But he soon finds himself confronting horrors that not even his macabre fiction could have envisioned — and a conspiracy that threatens the very fabric of reality itself.Prepare yourself for a wild ride. This is not your father's Edgar Allan Poe. This Poe's packin' heat...",3.49,My Clockwork Muse (The Poe Files Mysteries),Mystery,Mystery,Romance,Fantasy
14120,Sarah Rayne,"Journalist Harry Fizglen is sceptical when his editor asks him to investigate the background of Simone Anderson, a new Bloomsbury artist. But once he's met the enigmatic Simone, Harry is intrigued. Just what did happen to Simone's twin sister who disappeared without trace several years before? And what is the Anderson sisters' connection to another set of twin girls, Viola and Sorrel Quinton, born in London on 1st January 1900? All Harry's lines of enquiry seem to lead to the small Shropshire village of Weston Fferna and the imposing ruin of Mortmain House, standing grim and forbidding on the Welsh borders. As Harry delves into the violent and terrible history of Mortmain, in an attempt to uncover what happened to Simone and Sonia and, a century before them, to Viola and Sorrel Quinton, he finds himself drawn into a number of interlocking mysteries, each one more puzzling -- and sinister -- than the last.",3.85,A Dark Dividing,Mystery,Mystery,Romance,Sci-fi
14137,Lindsey Davis,"Imperial Rome's answer to Columbo stars in his fourth adventure in this series of detective thrillers set in ancient Rome. Falco is sent on an undercover mission to Roman Germany to locate a high-ranking Roman officer, who was sent as a ""present"" to a sinister tribal prophetess. Maps.",4.07,The Iron Hand of Mars,Mystery,Mystery,Romance,Sci-fi
14155,Marshall Karp,"When Eleanor Bellingham-Crump---a socialite responsible for the death of a ten-year-old boy---turns up murdered on the floor of a Hollywood hotel bathroom, Lomax and Biggs are confronted with a crime of artistic brutality. Along with the scissors sticking out of Eleanor's lifeless body, the two detectives find a meticulous scrapbook documenting a motive for vengeance in lurid detail.As more bodies are discovered, each one connected by the intricate scrapbooks left at the murder scenes, Mike and Terry are on the hunt for a vigilante stalking unpunished criminals. They must race to decode the meaning behind the scrapbooks before the crafty avenger has time to cut and paste the story for another kill.With laugh-out-loud humor and crackling dialogue, the chapters hurtle toward a killer finale in the most thrilling Lomax & Biggs adventure yet.",4.09,"Cut, Paste, Kill",Mystery,Mystery,Fantasy,Romance
14182,Ross Macdonald,"In The Goodbye Look, Lew Archer is hired to investigate a burglary at the mission-style mansion of Irene and Larry Chalmers. The prime suspect, their son Nick, has a talent for disappearing, and the Chalmerses are a family with money and memories to burn. As Archer zeros in on Nick, he discovers a troubled blonde, a stash of wartime letters, a mysterious hobo. Then a stiff turns up in a car on an empty beach. And Nick turns up with a Colt .45. In The Goodbye Look, Ross Macdonald delves into the world of the rich and the troubled and reveals that the past has a deadly way of catching up to the present.If any writer can be said to have inherited the mantle of Dashiell Hammett and Raymond Chandler, it is Ross Macdonald. Between the late 1940s and his death in 1983, he gave the American crime novel a psychological depth and moral complexity that his pre-decessors had only hinted at. And in the character of Lew Archer, Macdonald redefined the private eye as a roving conscience who walks the treacherous frontier between criminal guilt and human sin.",3.95,The Goodbye Look,Mystery,Mystery,Romance,Sci-fi
14184,Emily Brightwell,"Ring in the season with another Mrs. Jeffries tale of holiday homicide. Under a bundle of mistletoe, art collector Daniel McCourt lies with his throat slit, a bloody sword next to his body. Inspector Witherspoon is determined to solve the case-preferably before the eggnog is ladled out on Christmas Eve-but of course he will require assistance from the always sharp-witted housekeeper, Mrs. Jeffries, who has a few of her own theories on why McCourt had to die by the sword.",3.9,Mrs. Jeffries and the Mistletoe Mix-Up,Mystery,Mystery,Fantasy,Romance
14199,Edward B. Hanna,"Grotesque murders are being committed on the streets of Whitechapel. Sherlock Holmes comes to believe they are the skilful work of one man, a man who earns the gruesome epithet of Jack the Ripper. As the investigation proceeds, Holmes realizes that the true identity of the Ripper puts much more at stake than just catching a killer…",3.9,The Further Adventures of Sherlock Holmes: The Whitechapel Horrors,Mystery,Mystery,Romance,Fantasy
14208,Lee Goldberg,"More compulsive, page-turning fun in this all-new, original mystery starring the popular TV detective. Monk already ruined a trip to Germany for his long-suffering assistant Natalie. The least he can do is accompany her on a detour to France and try not to ruin that too. In fact, Monk throws Natalie for a loop by announcing that he wants to visit the sewers of Paris. The historic underground maze of pipes and tunnels is famous for making the City of Light sanitary, and to Monk, that is worth paying tribute to. The only problem is that their explorations lead them to another hidden world below the Parisian streets: the catacombs, filled with aging skulls and bones. Monks sharp eye catches sight of one skull that is not so old and that shows evidence of murder, pulling them into a case more twisted than the catacombs themselves.",3.97,Mr. Monk is Miserable,Mystery,Fantasy,Romance,Sci-fi
