,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
15886,Allen Ginsberg,"Great strange visionary poems by the author of Howl, “in the midst of the broken consciousness of mid-twentieth century . . .”In the midst of the broken consciousness of mid-twentieth century suffering anguish of separation from my own body and its natural infinity of feeling its own self one with all self, I instinctively seeking to reconstitute that blissful union which I experience so rarely. I took it to be supernatural an gave it holy Name thus made hymn laments of longing and litanies of triumphancy of Self over mind-illusion mechano-universe of un-feeling Time in which I saw my self my own mother and my very nation trapped desolate our worlds of consciousness homeless and at war except for the original trembling of bliss in breast and belly of every body that nakedness rejected in suits of fear that familiar defenseless living hurt self which is myself same as all others abandoned scared to own unchanging desire for each other. These poems almost unconscious to confess the beatific human fact, the language intuitively chosen as in trance & dream, the rhythms rising on breath from belly thru breast, the hymn completed in tears, the movement of the physical poetry demanding and receiving decades of life while chanting Kaddish the names of Death in many worlds the self seeking the Key to life found at last in our self.",4.19,Kaddish and Other Poems,Classics,Mystery,Historical,Nonfiction
15951,Orson Welles|Herman J. Mankiewicz|Nijat Özön,"This is a companion to Citizen Kane - the film that was designed to shock (Kenneth Tynan) - one of the best-known movies in the history of Hollywood. Not only was it Orson Welles's first film as actor and director but most of the cast were also new to the cinema. Yet so controversial was the subject matter that an 842,000 US dollar bribe and concentration wrath of the Hearst newspaper empire combined in an attempt to strangle its distribution. The authorship of the film is still a subject of conflict. Pauline Keal's essay, Raising Kane, dissects a maze of Hollywood lore to re-evaluate these and other stories about the making of this film. Her account is followed by the original screenplay, illustrated with over 40 stills and frame enlargements, together with notes on the difference between the script and the final film.",4.05,Citizen Kane,Classics,Historical,Sequential Art,Nonfiction
16082,Ethel Lilian Voynich|خسرو همایون‌پور|J.M. Gaffney,"Ethel Lilian Voynich, née Boole (1864-1960) was a novelist and musician, and a supporter of several revolutionary causes. In 1893 she married Wilfrid Michael Voynich, revolutionary, antiquarian and bibliophile, the eponym of the Voynich manuscript. She is most famous for her novel The Gadfly, first published in 1897 in the United States (June) and Britain (September), about the struggles of an international revolutionary in Italy. This novel was very popular in the Soviet Union and the People's Republic of China. By the time of Voynich's death The Gadfly had sold an estimated 2,500,000 copies in the Soviet Union. Ethel Voynich was a significant figure not only on the late Victorian literary scene but also in Russian emigrant circles. Her other works include: Jack Raymond (1901), Olive Latham (1904) and An Interrupted Friendship (1910).",4.16,خرمگس,Classics,Fiction,Historical,Sequential Art
16101,Oscar Wilde,"Oscar Wilde's audacious drama of social scandal centres around the revelation of Mrs Arbuthnot's long-concealed secret. A house party is in full swing at Lady Hunstanton's country home, when it is announced that Gerald Arbuthnot has been appointed secretary to the sophisticated, witty Lord Illingworth. Gerald's mother stands in the way of his appointment, but fears to tell him why, for who will believe Lord Illingworth to be a man of no importance?",3.87,A Woman of No Importance,Classics,Mystery,Young Adult,Sequential Art
16113,John Milton,"In purely poetic value, Paradise Regained is little inferior to its predecessor. There may be nothing in the poem that can quite touch the first two books of Paradise Lost for magnificence; but there are several things that may fairly be set beside almost anything in the last ten. The splendid ""stand at bay"" of the discovered tempter -- ""'Tis true I am that spirit unfortunate"" -- in the first book; his rebuke of Belial in the second, and the picture of the magic banquet (it must be remembered that, though it is customary to extol Milton's asceticism, the story of his remark to his third wife, and the Lawrence and Skinner sonnets, go the other way); above all, the panoramas from the mountaintop in the third and fourth; the terrors of the night of storm; the crisis on the pinnacle of the temple -- are quite of the best Milton, which is equivalent to saying that they are of the best of one kind of poetry.-- The Cambridge History of English and American Literature",3.65,Paradise Regained,Classics,Historical,Young Adult,Sequential Art
16147,William Shakespeare|H.J. Oliver,"The Arden Shakespeare is the established edition of Shakespeares work. Justly celebrated for its authoritative scholarship and invaluable commentary, Arden guides you a richer understanding and appreciation of Shakespeares plays.This edition of Timon of Athens provides, a clear and authoritative text, detailed notes and commentary on the same page as the text, a full introduction discussing the critical and historical background to the play and appendices presenting sources and relevant extracts.",3.4,Timon of Athens,Classics,Historical,Classics,Sequential Art
16159,Virginia Woolf,"Virginia Woolf's first original and distinguished work, Jacob's Room is the story of a sensitive young man named Jacob Flanders. The life story, character and friends of Jacob are presented in a series for separate scenes and moments from his childhood, through college at Cambridge, love affairs in London, and travels in Greece, to his death in the war. Jacob's Room established Virginia Woolf's reputation as a highly poetic and symbolic writer who places emphasis not on plot or action but on the psychological realm of occupied by her characters.",3.53,Jacob's Room,Classics,Sequential Art,Fiction,Classics
16189,Thomas Hardy|Alan Manford|Norman Page,"The phrase `life's little ironies' is now proverbial, but it was coined by Hardy as the title for this, his third volume of short stories. While the tales and sketches reflect many of the strengths and themes of the great novels, they are powerful works in their own right. Unified by his quintessential irony, strong visual sense, and engaging characters, they deal with the tragic and the humorous, the metaphysical and the magical. The collection displays the whole range of Hardy's art as a writer of fiction, from fantasy to uncompromising realism, and from the loving re-creation of a vanished rural world to the repressions of fin-de-siecle bourgeois life.",3.72,Life's Little Ironies,Classics,Fiction,Classics,Sequential Art
16199,Émile Zola|Alain Pages|Eleanor Levieux,"In September 1894 the French authorities intercepted a letter which they claimed emanated from a Jewish army captain, Alfred Dreyfus, which they claimed to be proof of espionage on behalf of Germany. Dreyfus was subsequently court-martialed and imprisoned on Devil's Island, and the efforts of his family to have him released provoked an anti-Semitic controversy that split the French intellectual world down the center. Most famous among the participants was France's greatest living novelist, Emile Zola. This book is the first to provide, in English translation, the full extent of Zola's writings on the Dreyfus affair. It represents, in its polemical entirety, a classic defense of human rights and a searing denunciation of fanaticism and prejudice. The book opens with the complete text of ""J'Accuse,"" Zola's public letter to the French authorities. It also includes impassioned ""open letters"" to leading French newspapers, interviews with Zola at his home, intimate letters to his wife and friends written during his year-long exile in England (a direct result of three trials and a prison sentence for his part in the defense of Dreyfus), and his final articles, written when Dreyfus was close to being pardoned. Zola's texts constitute a unique and outstandingly eloquent primary source that is essential for a complete understanding of the Dreyfus affair. They shed brilliant new light on the official mind of France and were crucial in reversing public opinion, securing a retrial, and ensuring Dreyfus's rehabilitation. The significance of Zola's cause—and his scathing and passionate prose—resonate from his time to ours.",4.06,"The Dreyfus Affair: ""J'Accuse"" and Other Writings",Classics,Classics,Historical,Sequential Art
16229,Edgar Allan Poe,"Believing William Legrand to have gone insane following an insect bite, his friend initially decries his quest for gold as the ramblings of a madman. Yet when Legrand's conviction fails to waiver, they set off on a bizarre journey, accompanied by Jupiter, Legrand's loyal and equally skeptical servant. What follows is a strange tale of coded messages, hidden treasure, and uncanny prophecy that will both enthrall and baffle even the most perceptive readers.Part horror story, part detective fiction, The Gold Bug is an ingenious tale bearing all the hallmarks of Poe's extraordinary narrative skill. It is presented here with The Sphinx, a similarly themed and equally disturbing short story. Wonderfully versatile as an author and best known for his tales of terror and the macabre, Edgar Allan Poe (1809–1849) holds a venerable place in the history of American literature.",3.77,Der Goldkäfer,Classics,Fiction,Classics,Mystery
16235,Daniel Willey,"Are you ready to be your best self? This book contains 365 of the most motivational, influential, and inspiring quotes from the greatest minds our world has ever seen. Use the teachings of the world's most influential people to learn and improve! Take the teachings of Aristotle, Leonardo Da Vinci, and Marcus Aurelius, and apply them in your own life! Take the suggestions of other greats like George Washington, Vince Lombardi, and Steve Jobs to grow. However you choose to use this book, BE GREAT!",4.59,Be Great!: 365 Inspirational Quotes from the World's Most Influential People,Classics,Classics,Sequential Art,Mystery
16250,Edgar Allan Poe,"Berenice is a horror short story by Edgar Allan Poe. The tale is centered on the death of a young girl, named Berenice, and the mysterious visions of her cousin, Egaeus.",3.82,Berenice,Classics,Fiction,Mystery,Classics
16252,Henry James,"This brilliant satire of the women’s rights movement in America is the story of the ravishing inspirational speaker Verena Tarrant and the bitter struggle between two distant cousins who seek to control her. Will the privileged Boston feminist Olive Chancellor succeed in turning her beloved ward into a celebrated activist and lifetime companion? Or will Basil Ransom, a conservative southern lawyer, steal Verena’s heart and remove her from the limelight? “The Bostonians has a vigor and blithe wit found nowhere else in James,” writes A. S. Byatt in her Introduction. “It is about idealism in a democracy that is still recovering from a civil war bitterly fought for social ideals . . . [written] with a ferocious, precise, detailed—and wildly comic—realism.”",3.59,The Bostonians,Classics,Mystery,Sequential Art,Classics
16283,Edith Wharton|Marion Mainwaring,"Nan and Jinny St George have both wealth and beauty in generous supply. In the New York society of the 1870s, however, only those with old money can achieve the status of the elite, and it is here that the sisters seem doomed to failure.Nan's new governess, Laura Testvalley, herself an outsider, takes pity on their plight and launches them instead on the unsuspecting British aristocracy. Lords, dukes, marquesses and MPs, it seems, not only appreciate beauty, but also the money that New York's nouveaux riches can supply.A love story of love and marriage among the old and new moneyed classes, The Buccaneers is a delicately perceptive portrayal of a world on the brink of change.",3.9,The Buccaneers,Classics,Romance,Historical,Sequential Art
16299,Lord Byron,"This is an EXACT reproduction of a book published before 1923. This IS NOT an OCR'd book with strange characters, introduced typographical errors, and jumbled words. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",3.61,Mazeppa,Classics,Historical,Classics,Mystery
16327,Beatrix Potter,"When the cupboard is bare at the Flopsy Bunny's burrow, the family all have to go in search of food. They soon find some old lettuces on Mr McGregor's rubbish heap, but who can imagine the horrors that await them as they enjoy a nap after lunch!Peter Rabbit and Benjamin Bunny are two of Beatrix Potter's most popular characters and they are brought together in this exciting tale of danger and friendship.The Tale of The Flopsy Bunnies is number ten in Beatrix Potter's series of 23 little books, the titles of which are as follows:1 The Tale of Peter Rabbit2 The Tale of Squirrel Nutkin3 The Tailor of Gloucester4 The Tale of Benjamin Bunny5 The Tale of Two Bad Mice6 The Tale of Mrs. Tiggy-Winkle7 The Tale of Mr. Jeremy Fisher8 The Tale of Tom Kitten9 The Tale of Jemima Puddle-Duck10 The Tale of the Flopsy Bunnies11 The Tale of Mrs. Tittlemouse12 The Tale of Timmy Tiptoes13 The Tale of Johnny Town-Mouse 14 The Tale of Mr. Tod15 The Tale of Pigling Bland16 The Tale of Samuel Whiskers17 The Tale of The Pie and the Patty-Pan18 The Tale of Ginger and Pickles19 The Tale of Little Pig Robinson20 The Story of a Fierce Bad Rabbit21 The Story of Miss Moppet22 Appley Dapply's Nursery Rhymes23 Cecily Parsley's Nursery Rhymes",4.2,The Tale of the Flopsy Bunnies,Classics,Sequential Art,Classics,Mystery
16432,Mikhail Sholokhov|Robert Daglish,"The first complete and uncensored edition of one of the great Russian epics of the 20th century by a Nobel Prize-winning author contains an introduction, notes, and comprehensive background essays for this panoramic fictional chronicle of twentieth-century Russian history.",4.05,Quiet Flows the Don,Classics,Fiction,Historical,Classics
16446,Marcus Clarke,"The most famous work by the Australian novelist and poet, For the Term of His Natural Life is a powerful tale of an Australian penal settlement, which originally appeared in serial form in a Melbourne paper.",3.93,For the Term of His Natural Life,Classics,Fiction,Historical,Classics
16458,Edgar Allan Poe|Lisa Lipkin,"A collection of the poems by the famous American writer.Al Araaf --Alone --Annabel Lee --Bells --Bridal ballad --City in the sea --Coliseum --Conqueror worm --Dactylic couplet --Deep in earth --Dream --Dream-land --Dreams --Dream within a dream --Eldorado --Elizabeth --Enigma --Eulalie --Evening star --To F --To F-SS. O-D --Fairy-land --For Annie --""Happiest day, the happiest hour"" --Haunted palace --To Helen (1831) --To Helen (1848) --Hymn --Hymn to Aristogeiton and Harmodius --Imitation --""In the greenest of our valleys"" --Introduction --""In youth I have known one"" --To Isadore --Israfel --Lake: To- --Lenore --Lines on ale --To Louise Oliver Hunter --To M.L.S. --To my mother --Mysterious star --To Octavia --To one in paradise --Apaean --Poetry --Raven --Romance --""Sancta Maria"" --Scenes from ""Politian"" --Serenade --Silence --Sleeper --To science --Song --Spirits of the dead --Stanzas --To ... (""The bowers whereat ... "") --To ... (""Not long ago.."") --To ... (Should my early life.."") --To ... (Sleep on.."") --To ... (""I heed not"") --To the river --Valentine --Valley of unrest --To Zante --Poetic principle --Rationale of verse.",4.26,Poems of Edgar Allan Poe,Classics,Romance,Mystery,Fantasy
16540,Roger Lancelyn Green|Arthur Hall,"Robin Hood is champion of the poor and oppressed against the cruel power of Prince John and the brutal Sheriff of Nottingham. He takes refuge with his Merrie Men in the vast Sherwood Forest, emerging time and again to outwit his enemies with daring and panache. This classic version brings sense and clarity as well as excitement to the varied myths, ballads and legends about Robin's adventures.",4.07,The Adventures of Robin Hood,Classics,Classics,Sequential Art,Historical
16634,Washington Irving,"Headless horsemen were staples of Northern European storytelling, featuring in German, Irish (e.g. Dullahan), Scandinavian (e.g. the Wild Hunt) and English legends and were included in Robert Burns's ""Tam o' Shanter"" (1790), and Burger's Der wilde Jager, translated as The Wild Huntsman (1796). Usually viewed as omens of ill-fortune for those who chose to disregard their apparitions, these specters found their victims in proud, scheming persons and characters with hubris and arrogance. The chief part of the stories, however, turned upon the favorite specter of Sleepy Hollow, the Headless Horseman, who had been heard several times of late, patrolling the country; and, it was said, tethered his horse nightly among the graves in the churchyard. The story was immediately matched by a thrice marvelous adventure of Brom Bones, who made light of the Galloping Hessian as an arrant jockey. He affirmed that on returning one night from the neighboring village of Sing Sing, he had been overtaken by this midnight trooper; that he had offered to race with him for a bowl of punch and should have won it too, for Daredevil beat the goblin horse all hollow, but just as they came to the church bridge, the Hessian bolted, and vanished in a flash of fire. All these tales, told in that drowsy undertone with which men talk in the dark, the countenances of the listeners only now and then receiving a casual gleam from the glare of a pipe, sank deep in the mind of Ichabod.",3.73,The Legend of Sleepy Hollow,Classics,Mystery,Historical,Sequential Art
16654,Comtesse de Ségur|Stephanie Smee|Simon Sturge,"Sophie is a naughty little girl, she delights in disobeying her mother and engaging in mischievious pranks. Sophie unintentionally melts her favourite wax doll and gets into trouble when she stands outside in the rain to make her hair curl. Why can't she be well behaved like her cousin Paul and her two delightfully sensible friends Camille and Madeleine? The Author Sophie Feodorovna Rostopchine, Comtesse de Ségur was a French writer of Russian birth. She is most well-known today for her novel Les Malheurs de Sophie (""Sophie's Misfortunes""). The novels of the Comtesse de Ségur were published from 1857 to 1872 in the ""Bibliothèque rose illustrée"" by the publishing house Hachette. They were collected together in 1990 under the title Ouvres de la comtesse de Ségur in the collection ""Bouquins"" and have sold 30 million copies. This is the first time that they have been translated into the English language.",3.9,Sophie's Misfortunes,Classics,Historical,Fiction,Romance
16659,William Shakespeare|Colin Burrow,"This is the only fully annotated and modernized edition to bring together Shakespeare's sonnets as well as all his poems (including those attributed to him after his death) in one volume. A full introduction discusses his development as a poet, and how the poems relate to the plays, and detailed notes explain the language and allusions. While accessibly written, the edition takes account of the most recent scholarship and criticism.About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",4.43,The Complete Sonnets and Poems,Classics,Classics,Sequential Art,Young Adult
16665,Seneca|Richard Mott Gummere,"The Epistulae morales ad Lucilium (English: Moral Epistles to Lucilius) is a collection of 124 letters which were written by Seneca the Younger at the end of his life. They are addressed to Lucilius, the then procurator of Sicily, although he is known only through Seneca's writings.In these letters, Seneca gives Lucilius tips on how to become a more devoted Stoic. Lucilius was, at that time, the Governor of Sicily, although he is known only through Seneca's writings.Selected from the Epistulae Morales ad Lucilium, these letters illustrate the upright ideals admired by the Stoics and extol the good way of life as seen from their standpoint They also reveal how far in advance of his time were many of Seneca's ideas - his disgust at the shows in the arena or his criticism of the harsh treatment of slaves. Philosophical in tone and written in the 'pointed' style of the Latin Silver Age these 'essays in disguise' were clearly aimed by Seneca at posterity.Letter 66-92",4.4,Moral letters to Lucilius Volume 2,Classics,Classics,Sequential Art,Historical
16693,Vladimir Nabokov|Alfred Appel,"When Lolita was first published in 1955 it created a sensation and established Nabokov as one of the most original prose writers of the twentieth century.This annotated edition, a revised and considerably expanded version of the 1970 edition, does full justice to the textual riches of Lolita, illuminating the elaborate verbal textures and showing how they contribute to the novel's overall meaning. Alfred Appel, Jr. also provides fresh observations on the novel's artifice, games and verbal patternings and a delightful biographical vignette of Nabokov. The annotations themselves were prepared in consultation with Nabokov while newly identified allusions were confirmed by him during the final years of his life.Alternate (newer) cover for this ISBN here.",3.89,The Annotated Lolita,Classics,Historical,Classics,Sequential Art
16720,Théophile Gautier|Helen Constantine|Patricia Duncker,"A woman uses her incredible beauty to captivate both d'Albert, a young poet, and disguised as a man, his mistress, Rosette. In this shocking tale of sexual deception, Gautier draws readers into the bedrooms and boudoirs of a French château in a compelling exploration of desire and sexual intrigue, and gives voice to a longing which is larger in scope, namely, the wish for completeness in oneself.",3.94,Mademoiselle de Maupin,Classics,Romance,Fiction,Mystery
16722,Antoine de Saint-Exupéry|Hans Magnus Enzensberger,"Moral allegory and spiritual autobiography, The Little Prince is the most translated book in the French language. With a timeless charm it tells the story of a little boy who leaves the safety of his own tiny planet to travel the universe, learning the vagaries of adult behaviour through a series of extraordinary encounters. His personal odyssey culminates in a voyage to Earth and further adventures.",4.29,Der kleine Prinz,Classics,Classics,Romance,Sequential Art
16775,Ernest Hemingway|Colm Tóibín,"Paris in the twenties: Pernod, parties and expatriate Americans, loose-living on money from home. Jake is wildly in love with Brett Ashley, aristocratic and irresistibly beautiful,with an abandoned, sensuous nature that she cannot change. When the couple drift to Spain to the dazzle of the fiesta and the heady atmosphere of the Bullfight, their affair is strained by new passions, new jealousies, and Jake must finally learn that he will never possess the woman that he loves.",3.82,Fiesta,Classics,Historical,Young Adult,Romance
16785,Dante Alighieri|Abilio Echeverría|Carlos Alvar Ezquerra,"The Divine Comedy describes Dante's descent into Hell with Virgil as a guide; his ascent of Mount Purgatory and encounter with his dead love, Beatrice; and finally, his arrival in Heaven. Examining questions of faith, desire and enlightenment, the poem is a brilliantly nuanced and moving allegory of human redemption. Dante Alighieri was born in Florence in 1265 and belonged to a noble but impoverished family. His life was divided by political duties and poetry, the most of famous of which was inspired by his meeting with Bice Portinari, whom he called Beatrice,including La Vita Nuova and The Divine Comedy. He died in Ravenna in 1321.",4.07,La Divina Comedia,Classics,Sequential Art,Historical,Classics
16792,Lucian Bane,"Jeremiah Poe, 8th Ark of Octava, has accomplished his mission and returned the 7 Sound Arks safely home. But upon arriving back on Octava, Poe discovers an unexpected shock--his Earthly Scribbler has written herself into his fictional realm. Poe's new mission is to keep her alive and out of the clutches of the Paranormal Guardian, while seeking to find what is destroying the realms.",4.89,Seven Sons of Zion,Classics,Fiction,Mystery,Sequential Art
16822,William Blake,The famous poem Auguries of Innocence by William Blake.,4.43,Auguries of Innocence,Classics,Classics,Romance,Young Adult
16827,Ovid|Robert Squillace|Frank Justus Miller,"&&LDIV&&R&&LDIV&&R&&LI&&RThe Metamorphoses&&L/I&&R, by &&LSTRONG&&ROvid&&L/B&&R&&L/B&&R, is part of the &&LI&&RBarnes & Noble Classics&&L/I&&R&&LI&&R &&L/I&&Rseries, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of &&LI&&RBarnes & Noble Classics&&L/I&&R: &&LDIV&&RNew introductions commissioned from today's top writers and scholarsBiographies of the authorsChronologies of contemporary historical, biographical, and cultural eventsFootnotes and endnotesSelective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the workComments by other famous authorsStudy questions to challenge the reader's viewpoints and expectationsBibliographies for further readingIndices & Glossaries, when appropriateAll editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. &&LI&&RBarnes & Noble Classics &&L/I&&Rpulls together a constellation of influences—biographical, historical, and literary—to enrich each reader's understanding of these enduring works.&&L/DIV&&R&&L/DIV&&R&&LP style=""MARGIN: 0in 0in 0pt""&&R &&L/P&&R&&LP style=""MARGIN: 0in 0in 0pt""&&RFirst published in 8 A.D., &&LB&&ROvid&&L/B&&R’s &&LI&&RMetamorphoses&&L/I&&R remains one of the most accessible and attractive avenues to the riches of Greek mythology. Beginning with the creation of the universe and ending with the death and deification of Julius Caesar, Ovid’s masterful epic poem features a rich assortment of tales, including those of Jason and the Argonauts, Orpheus and Eurydice, the Trojan War, Echo and Narcissus, the slaying of the Minotaur, Daedalus and Icarus, Hercules, Aeneas and Dido, the wedding of Perseus and Andromeda, and many others. These stories all have one element in common: transformation. Mortals become gods, animals turn to stone, and humans change into flowers, trees, or stars. Mingling pathos, humor, beauty, and cruelty, Ovid reveals how the endless ebb and flow of the universe itself is mirrored in the often paradoxical and always arbitrary fate of the poem’s characters, both human and divine.&&LBR&&R&&LBR&&RA cosmic comedy of manners, &&LI&&RMetamorphoses&&L/I&&R was read with delight in Ovid’s own time and continues to charm audiences today, providing a treasure trove of myth and legend from which the whole of Western art and literature has derived incalculable inspiration.&&LBR&&R&&L/P&&R&&LP style=""MARGIN: 0in 0in 0pt""&&R&&LSTRONG&&RRobert Squillace&&L/B&&R &&L/B&&Rteaches Cultural Foundations courses in the General Studies Program of New York University. He has published extensively on the field of modern British literature, most notably in his study &&LI&&RModernism, Modernity and Arnold Bennett&&L/I&&R (Bucknell University Press, 1997). His recent teaching has involved him deeply in the world of the ancients. He lives in Brooklyn with his wife, the medievalist Angela Jane Weisl. Squillace also wrote the Introduction and Notes for the Barnes & Noble Classics edition of Homer’s &&LI&&ROdyssey.&&L/I&&R&&L/P&&R&&L/DIV&&R",4.04,The Metamorphoses,Classics,Classics,Historical,Mystery
16830,Marcus Tullius Cicero|Gilbert Lawall,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",4.01,Somnium Scipionis: The Dream of Scipio (Student Book B),Classics,Historical,Classics,Mystery
16861,William Shakespeare|Cyrus Hoy,"
This revised Norton Critical Edition of one of the series' most widely read texts is based on the second quarto (1604-05). Where necessary, the editor has also drawn from the folio text, recording all departures from the quarto in the Textual Notes. Punctuation and stage directions for the play have been refined, and textual annotations have been revised and expanded.
The ""Intellectual Backgrounds"" and ""Extracts from the Sources"" sections, both highly praised, remain as germane as ever. Intellectual Backgrounds includes important readings on melancholy, demonology, the nature of man, and death, including works by Peter de la Primaudaye, Timothy Bright, Lewes Lavater, G. Gifford, Michel de Montaigne, and Heironymous Cardanus. Extracts from the Sources provides pre-Shakespearean accounts of the story of Hamlet, reprinting substantial excerpts from Saxo Grammaticus's Historia Danica and Belleforest's Histoires Tragiques.  ""Criticism"" has been revised to accommodate the most significant recent interpretations of Hamlet while retaining the seminal essays of the First Edition. Twenty-three critical analyses are featured, including those by Samuel Johnson, Johann Wolfgang von Goethe, Samuel Taylor Coleridge, William Hazlitt, A. C. Bradley, D. H. Lawrence, T. S. Eliot, G. Wilson Knight, C. S. Lewis, Harry Levin, Peter J. Seng, Rebecca West, Arnold Kettle, Margaret W. Ferguson, Jacqueline Rose, and William Empson.  An updated Selected Bibliography is also included. ",4.01,Hamlet (Norton Critical Edition),Classics,Classics,Sequential Art,Young Adult
16864,Arthur Conan Doyle,"Here, collected in one volume, are all four full-length novels and 56 short stories chronicling the colorful adventures of Sherlock Holmes--every word Sir Arthur Conan Doyle ever wrote about Baker Street's most famous resident.",4.5,The Complete Sherlock Holmes,Classics,Classics,Mystery,Fiction
16865,Theodore Dreiser,"This volume contains the three novels that conform the TRILOGY OF DESIRE, the acclaimed series of novels about the mogul Frank Cowperwood, a businessman based on the real-life streetcar tycoon Charles Yerkes. In the first novel, Frank Cowperwood, whose father is a banker, makes his first money by buying cheap soaps on the market and selling them back with profit to a grocer. Later, he gets a job in Henry Waterman & Company, and leaves it for Tighe & Company. He also marries an affluent widow, in spite of his young age. Over the years, he starts misusing municipal funds with the aid of the City Treasurer. In the second novel, already rich, Cowperwood moves to Chicago with his new wife Aileen. He decides to take over the street-railway system. He bankrupts several opponents with the help of John J. McKenty and other political allies. In the Stoic, the conclusion to the trilogy, and already a respected Tycoon, he decides to move to London, England, where he intends to take over and develop the underground railway system.",4.44,"TRILOGY OF DESIRE: The Financier,The Titan & The Stoic (Timeless Wisdom Collection Book 1130)",Classics,Fiction,Historical,Classics
16872,A.J. Cronin,"Hatter's Castle (1931) is the first novel of author A. J. Cronin. The story is set in 1879, in the fictional town of Levenford, on the Firth of Clyde. The plot revolves around many characters and has many subplots, all of which relate to the life of the hatter, James Brodie, whose narcissism and cruelty gradually destroy his family and life.",4.26,Hatter's Castle,Classics,Fiction,Historical,Sequential Art
16886,Jane Austen,"Korean translation of ""Pride and Prejudice""",4.25,오만과 편견,Classics,Young Adult,Classics,Historical
16922,Henrik Ibsen,"First performed in 1892, this psychological drama is one of the great Norwegian playwright's most symbolic and lyrical works. The drama explores the insecurities of an aging architect, Halvard Solness, who suspects that his creative powers have diminished with age. Solness finds strength of purpose in his involvement with Hilda — his muse, inspiration, and ardent believer in his greatness — but their association leads to a conflict between heroic myth and complicated reality.",3.79,The Master Builder,Classics,Classics,Historical,Young Adult
16946,Leo Tolstoy,"From the award-winning translators of Anna Karenina and The Brothers Karamazov comes this magnificent new translation of Tolstoy's masterwork. War and Peace broadly focuses on Napoleon’s invasion of Russia in 1812 and follows three of the most well-known characters in literature: Pierre Bezukhov, the illegitimate son of a count who is fighting for his inheritance and yearning for spiritual fulfillment; Prince Andrei Bolkonsky, who leaves his family behind to fight in the war against Napoleon; and Natasha Rostov, the beautiful young daughter of a nobleman who intrigues both men.A s Napoleon’s army invades, Tolstoy brilliantly follows characters from diverse backgrounds—peasants and nobility, civilians and soldiers—as they struggle with the problems unique to their era, their history, and their culture. And as the novel progresses, these characters transcend their specificity, becoming some of the most moving—and human—figures in world literature.",4.1,Guerra e Paz,Classics,Classics,Sequential Art,Fiction
16963,Niccolò Machiavelli,"A scientific treatise on the art of statecraft by a leading Italian statesman and political philosopher, The Prince vilified its creator, Machiavelli (1469-1527) for centuries; many however respected his uncompromising, pragmatic advice that drives to the heart of realpolitik.",3.79,The Prince and Other Political Writings (Everyman's Library (Paper)),Classics,Mystery,Romance,Historical
16964,Jules Verne,"""To go around the world...in such a short time and with the means of transport currently available, was not only impossible, it was madness""One ill-fated evening at the Reform Club, Phileas Fogg rashly bets his companions £20,000 that he can travel around the entire globe in just eighty days - and he is determined not to lose. Breaking the well-establised routine of his daily life, the reserved Englishman immediately sets off for Dover, accompanied by his hot-blooded French manservant Passepartout. Travelling by train, steamship, sailing boat, sledge and even elephant, they must overcome storms, kidnappings, natural disasters, Sioux attacks and the dogged Inspector Fix of Scotland Yard - who believes that Fogg has robbed the Bank of England - to win the extraordinary wager. Around the World in Eighty Days gripped audiences on its publication and remains hugely popular, combining exploration, adventure and a thrilling race against time.Michael Glencross's lively translation is accompanied by an introduction by Brian Aldiss, which places Jules Verne's work in its literary and historical context. There is also a detailed chronology, notes and further reading.",3.91,La vuelta al mundo en ochenta días,Classics,Historical,Sequential Art,Classics
16980,Philip Larkin,"Philip Larkin (1922-1985) remains England's best-loved poet - a writer matchlessly capable of evoking his native land and of touching all readers from the most sophisticated intellectual to the proverbial common reader. The late John Betjeman observed that 'this tenderly observant poet writes clearly, rhythmically, and thoughtfully about what all of us can understand'. Behind this modest description lies a poet who made greatness look, in Milton's prescription, 'simple, sensuous and passionate'.This collection, first published in 1967, contains many of his best-loved poems, including The Whitsun Weddings, An Arundel Tomb, Days, Mr Bleaney and MCMXIV.",4.03,The Whitsun Weddings,Classics,Classics,Sequential Art,Historical
